nama_barang,merk,stok_barang,harga_lama,harga_baru,discount_percent,description,rating_penjualan,total_terjual,total_pemasukan,tanggal_pembelian
Boas Universal TV Remote Control Replacement BN59 01259B Wireless IR Controller for Samsung Smart HDTV Digital 4K LED 3D LCD Plasma Televisions 433mhz Black,Boas,28,Rp9.870.000,Rp759,0.23,This remote control is compatible with most of the LCD LED or plasma televisions under the brand for Samsung. Dedicated menu navigation keys direct functions access for digital TV no programming or set up required. Long transmission distance it has up to 10 meters wireless range with stable performance. As a dedicated replacement remote control it covers almost all the functions of the  remote. Arc back design makes it easy to grip with small size and slim figure feeling comfortable and smooth convenient to use.,2 out of 5,1,Rp9.870.000,20 Mei 2018
Clubox IC 5203 Speaker System 40W   Black,Clubox,32,Rp46.500,Rp4.095,0.12,"

",0 out of 5,0,Rp0,29 Agustus 2018
Generic Hot 6FT 1.8M Display Port DP To HDMI Male 1.4V HDTV LCD PC 1080P Cable Adaptor Cord,Generic,44,Rp12.000,Rp900,0.25,1.8M Display Port DP To HDMI Male AV Cable Adaptor For HDTV LCD PC Laptop 1080P,4.3 out of 5,7,Rp84.000,15 Agustus 2019
Ampex Subwoofer system10000watts pmpo Bluetooth/USB/SD/FM,Ampex,80,Rp95.000,Rp5.649,0.41,,3.7 out of 5,3,Rp285.000,30 Desember 2018
LG 330W DVD HOMETHEATRE SYSTEM 5.1CH BASS BLAST BLUETOOTH FULL HD UPSCALING LHD457– Black,LG,11,Rp400.000,Rp32,0.2,Get the surround sound experience in your home with ,0 out of 5,0,Rp0,20 Januari 2019
TCL 32” Smart Android Frameless LED TV – Black,TCL,22,,Rp17.999,,,4 out of 5,1,Rp0,26 November 2018
Generic Digital TV Aerial With Plus Free Cable Clips..,Generic,21,,Rp899,,,4.3 out of 5,4,Rp0,25 Agustus 2019
Generic High Speed HDMI Cable Braided Line For Connecting The Computer 15 Meters(Red),Generic,29,Rp24.120,Rp2.012,0.17,1. High purity high quality conductors low impedance signal transmission performance increased by 20% or more.,0 out of 5,0,Rp0,9 Oktober 2019
Generic HDMI Cable  10m,Generic,97,Rp12.000,Rp999,0.17,,4.6 out of 5,9,Rp108.000,2 Agustus 2018
"Generic TV Wall Mount  Wall Bracket Suitable For 14"" 42""",Generic,39,Rp7.000.000,Rp399,0.43,"TV Wall Mount  Wall Bracket Suitable for 14"" 42""Fits most：14"" 42"" flat panel TVLoad capacity:55lbs (25kg)VESA compliance:75x75 100mmx100mm 200x200mmBetween concrete wall and studEasy and Fast to install the TV Wall Mount on the wall.",0 out of 5,0,Rp0,5 Januari 2018
Generic 0.25 Meter RCA Audio Cable 3.5mm Female to 2 RCA Male Stereo Adapter Y Cable for HDTV Headphone Amplifier,Generic,78,Rp1.660.000,Rp83,0.5,* Shielded 3.5mm mini female jack to 2 RCA male stereo audio Y adapter cable.,0 out of 5,0,Rp0,3 Juni 2018
Generic PIXEL TW 283/ DC2 Wireless Shutter Remote Release Control With Cable for Nikon D90 D3300 D3200 D5500 D750 D7200 CUIII,Generic,12,Rp76.080,Rp4.413,0.42,Specification: ,0 out of 5,0,Rp0,23 Desember 2018
Generic Blue Ray DVD Player Replacement Remote Control For Sony BDP BX110/BDP BX310,Generic,79,Rp17.690,Rp593,0.66,,0 out of 5,0,Rp0,16 Juli 2018
Generic X88 PRO 4K HD Smart TV Box with Remote Controller Android 9.0 RK3318 Quad Core 64bit Cortex A53  4GB+32GB Support Dual Band WiFi & AV & HDMI & RJ45 & TF Card & SPDIF,Generic,77,Rp65.990,Rp5.599,0.15,1. Chipset: RK3318 Quad Core 64bit Cortex A53,0 out of 5,0,Rp0,25 Desember 2018
"Generic Smart Slim Metal MP4 Player 1.8"" LCD MP3 Music MediaVideo FM Radio Game Movie E Book Player SM0017(Silver) () DNSHOP",Generic,73,Rp33.450,Rp1.338,0.6,,0 out of 5,0,Rp0,28 September 2018
Generic TV Stand  dark black butterfly shaped Wooden,Generic,10,,Rp2.959,,"New sealed in a box dismantled!! Elegantly designed to fit in all your 
electronics / follow stand or book shelf. Blends in well with any room color painting. Has a manual 
for ease of assembly making it easy to assemble while requiring no tools. ",4.4 out of 5,9,Rp0,18 September 2019
LG 55UK6300PVB   55 inch Smart UHD 4K LED TV   New 2018 model,LG,48,Rp1.320.000,Rp79,0.4,"Four times the resolution. Four times the 
detail. ULTRA HD 4K resolution is four times that of Full HD resulting 
in brilliant clarity and vivid details that amaze even up close. Enjoy a
 new standard of definition.",5 out of 5,2,Rp2.640.000,27 Agustus 2019
Clubox IC Q3L Multimedia Speaker 8000w System,Clubox,64,Rp110.000,Rp58,0.47,Listen to your music collection in style with this CLUBOX Multimedia Speaker System. This sound system is designed for the extreme entertainment lovers to enjoy their amazing music and movies with sound clarity never heard before you will love your movie soundtrack playing on this Multimedia Speaker System. Compact  3.1CH Multimedia Speaker  deliver excellent sound quality yet fit easily on a desk booelf or TV cabinet. The subwoofer pumps out deep bass that’s easy to adjust to your liking. Whether you want better fuller sound for your PC or the music on your smartphone this stereo speaker system makes great audio plug and play easy. Place your order for this,0 out of 5,0,Rp0,25 Agustus 2019
"LG 49LK6100   49""   Smart Digital Full HD LED Digital TV WITH Magic Remote 2018 MODEL SILVER FRAME   Black",LG,90,Rp790.000,Rp55.899,0.29,,0 out of 5,0,Rp0,24 September 2018
TAGWOOD LS 421A Multimedia Speaker System With Bluetooth,TAGWOOD,54,Rp50.000,Rp2.591,0.48,,4.1 out of 5,7,Rp350.000,29 September 2019
Clubox IC 403 Speaker System 60W   Black & Gold,Clubox,14,Rp75.000,Rp4.735,0.37,"

",0 out of 5,0,Rp0,31 Juli 2018
Wster WS 618BT Portable BlueTooth Radio Speaker RED,Wster,25,Rp12.000,Rp985,0.18,"

This radio designed bluetooth low cost wireless speakers are the most affordable quality Bluetooth speakers you will find on this market.

",0 out of 5,0,Rp0,6 Oktober 2019
Nikon N EN EL15,Nikon,34,Rp32.000,Rp29,0.09,Rechargeable Li ion battery,0 out of 5,0,Rp0,10 Juni 2018
Vitron subwoofer   2.1 Channel   2000W PMPO   USB/SD/FM DIGITAL RADIO,Vitron,12,Rp70.000,Rp45,0.36,,4.8 out of 5,4,Rp280.000,15 Mei 2018
Generic USB Car Bluetooth Adapter 3.5mm Jack Receiver Music Player,Generic,91,Rp7.500.000,Rp325,0.57,,4.2 out of 5,9,Rp67.500.000,28 Oktober 2018
Generic TB HDMI Female to VGA Male Converter+Audio Adapter Support 1080P Signal Output black,Generic,79,Rp16.450,Rp555,0.66,Features:,0 out of 5,0,Rp0,31 Juli 2019
"Synix 24"" Inch HD LED TV 24 Months Warranty  Black",Synix,71,Rp190.000,Rp9.999,0.47,,4.3 out of 5,3,Rp570.000,15 Januari 2019
Generic 5ft HDMI Male To 3 RCA Video Audio AV Cable Cord Adapter For TV HDTV DVD 1080P,Generic,93,Rp15.290,Rp1.199,0.22,,0 out of 5,0,Rp0,15 Februari 2019
Generic Car /Home Amplifier + 200W Digital Player,Generic,25,Rp33.000,Rp185,0.44,"
                    Brand Name:YT
                                    
                    
                    Model Number:698D
                                    
                    
                    Type:",5 out of 5,1,Rp33.000,2 Desember 2018
Jsb 6 Way Socket Power Extension Cable 10m long   White,Jsb,41,,Rp122,,This 6 Way Socket Extension Cable is the ideal plug for all your electronics devices‎‎. Comes with a 6 Ft cablemaking it long enough for homeoffice or school.‎‎‎Made of heat resistant hard ABS plastic making withstand overheating.Order this 6 Way Socket Extension Cable today from Jumiaat a great affordable price and have it delivered right at your doorstep.,0 out of 5,0,Rp0,14 November 2018
P47 Bluetooth 4.2 Headphone Wireless Earphone Hands Free Music Headset Blue,P47,58,Rp19.990,Rp898,0.55,1.Bluetooth connection: Wireless connection frees you from twisted or kinked cable. Up to 10 meters operation range no need to worry about the disconnection while you are on a move. 2.Music card support: This headset is like a MP3 player. You can insert the music card in the headset and listen to all the music you want. 3.Audio cable applicable: If the headset runs out of power or you have to connect it to a device with no Bluetooth connection you can connect them with a 3.5 mm audio cable. This is a very convenient and thoughtful design. 4. High quality: Built in high quality audio coded giving you excellent voice experience Ergonomic design make this headsets comfortable for long time wearing. Foldable design makes it easy to carry with. 5. Multifunctional: This headphone has more functions than you can imagine like Radio Function with a built in radio antenna and a radio set this headset is like a radio.,4.1 out of 5,225,Rp4.497.750,1 Maret 2018
Homestar 1070  3.1 bluetooth  X BASS multimedia 40000Watts,Homestar,96,Rp400.000,Rp644,0.84,,3.7 out of 5,3,Rp1.200.000,16 Februari 2018
Generic XT 11  4.1 Wireless In ear Headphones Outdoor Sport,Generic,22,Rp5.840.000,Rp292,0.5,Wireless BT Headphone is characterized by Advanced BT 4.1 technology built in high grade Microphone & Speaker hands free function and lightweight design. Designed for sports enthusiasts.  ,3 out of 5,3,Rp17.520.000,8 Mei 2019
"Vitron  32"" Inch   HD LED Digital TV+ A FREE TV Guard",Vitron,53,Rp220.000,Rp13.999,0.36,,1 out of 5,1,Rp220.000,16 Mei 2018
Sony AA RECHARGEABLE BATTERY + CHARGER,Sony,35,Rp18.000,Rp1.399,0.22,can be used in camerasremotestoystouchesspeedlightmouse and keyboards.,0 out of 5,0,Rp0,2 April 2019
Generic Portable Mini Mic Digital Stereo Microphone For Recorder Mobile Phone,Generic,89,Rp11.150,Rp375,0.66,,0 out of 5,0,Rp0,17 Desember 2018
P47 Bluetoot 5.0 Wireless Mic Support TF Card FM Radio,P47,42,Rp15.980,Rp1.098,0.31,,0 out of 5,0,Rp0,14 April 2018
XieBoss  Home Theater DVD system SUPER BASS/FM/USB,XieBoss,28,Rp239.000,Rp137,0.43,The sub woofer gives you the best quality sound in a neat compact unit. It can be easily arranged to match your living room design and give it a classy look at the same timeThis sound system is designed for the extreme entertainment lovers to enjoy their amazing music and movies with sound clarity never heard before. Place your order for this amazing sound system from Jumia Kenya and have it delivered to your doorstep at an amazing price.,0 out of 5,0,Rp0,10 Juli 2019
Von Hotpoint Universal Tv Remote,Von Hotpoint,37,Rp18.000,Rp115,0.36,Universal Remote control suitable for Von Hot point  digital TVsIt operates all functions and commandsReplace your lost or broken remote control.Order it from Jumia Kenya and have it now.,3.3 out of 5,6,Rp108.000,6 Juli 2018
Starworth 13A TV Guard AC Voltage Surge Protector AVS,Starworth,45,Rp12.000,Rp875,0.27,"

",5 out of 5,2,Rp24.000,31 Januari 2018
Ampex Woofer HighTechSystem BluetoothFMUSB8500Watt,Ampex,36,Rp85.000,Rp43,0.49,The sub woofer gives you the best quality sound in a neat compact unit. It can be easily arranged to match your living room design and give it a classy look at the same timeIt brings your living room to life with this stylish sub woofer from ampex. This sound system is designed for the extreme entertainment lovers to enjoy their amazing music and movies with sound clarity never heard before. Place your order for this amazing sound system from Jumia Kenya and have it delivered to your doorstep at an amazing price.,4 out of 5,3,Rp255.000,8 Juni 2019
Vitron 24 INCH   Digital LED TV   Black,Vitron,20,Rp120.000,Rp7.999,0.33,,0 out of 5,0,Rp0,26 Desember 2018
Siltron Remote Control for DSTV   Beyond Platinum   Model B4,Siltron,35,Rp10.000,Rp799,0.2,This is multichoice dstv remote control unit works with dstv decoder.The DStv Remote Control can be used to replace your broken or lost remote control.,0 out of 5,0,Rp0,27 Oktober 2019
"Premier Tilt Mount Bracket. 14"" To 42""",Premier,51,,Rp749,,Strong Durable and Quality wall mount Brackets to mount your television ,2.7 out of 5,6,Rp0,12 Juli 2019
Generic 1080P Nanny Cam Night Vision Camera 360 Degree CCTV Security Wireless IP Wifi Light Bulb Camera,Generic,68,Rp35.000,Rp23,0.34,,0 out of 5,0,Rp0,25 Juni 2018
Starworth Fridge Guard Voltage Stabilizer  White.,Starworth,79,,Rp11,,,0 out of 5,0,Rp0,19 Desember 2019
Generic OR Digital Optical Coaxial Toslink Signal to Analog Audio Converter Adapter RCA,Generic,89,Rp12.600,Rp655,0.48,,4 out of 5,1,Rp12.600,17 Mei 2018
Ampex A 8101  3.1Ch Woofer   40000W PMPO   Bluetooth/USB/SD/FM 3.1CH DigitalRadio,Ampex,88,Rp68.500,Rp5.944,0.13,,3.8 out of 5,6,Rp411.000,16 April 2018
Ampex AX805   2.1ch HOMETHEATRE SUBWOOFER  BLUETOOTH SOUND SYSTEM  10000W PMPO USB FM,Ampex,16,Rp75.000,Rp5.499,0.27,,0 out of 5,0,Rp0,11 April 2018
"Phelistar Aerial + 14"" 42"" TV wall bracket  + 4 way extension socket + 32Gb flash drive",Phelistar,72,Rp20.000,Rp1.799,0.1,This antenna is UHF AND VHF signal receive that help your decoder or your digital TV ,3.7 out of 5,115,Rp2.300.000,5 Agustus 2018
Generic Bluetooth Wireless SpeakerGet Two Free Earphones,Generic,52,Rp13.990,Rp499,0.64,,5 out of 5,1,Rp13.990,31 Maret 2019
"Tornado 43ER9500E    43"" LED TV With Built In Receiver   Black",Tornado,98,Rp279.990,Rp21.999,0.21,,0 out of 5,0,Rp0,15 April 2018
Generic Digital TV Aerial   Multicolor,Generic,17,Rp10.000,Rp649,0.35,Digital receiver antenna This antenna is,4.4 out of 5,22,Rp220.000,24 Desember 2018
Generic  Portable Waterproof Bluetooth Speaker – Midnight Black,Generic,92,Rp55.000,Rp32,0.42,,4.3 out of 5,3,Rp165.000,4 Oktober 2018
Generic 12V Car Stereo FM Radio MP3 Audio Player Support Bluetooth Phone with USB/SD MMC Port,Generic,50,Rp41.200,Rp2.555,0.38,,0 out of 5,0,Rp0,8 Januari 2018
Vitron 2.1 Channel Subwoofer Tallboy System black 9000watts,Vitron,16,Rp120.000,Rp65,0.46,The sub woofer gives you the best quality sound in a neat compact unit. It can be easily arranged to match your living room design and give it a classy look at the same time,5 out of 5,1,Rp120.000,29 Desember 2018
Raoop HDMI Cable 10 Meters,Raoop,32,Rp9.990.000,Rp869,0.13,,0 out of 5,0,Rp0,14 Juli 2019
"Hisense 32B5200HTSHisense 32"" Digital HD LED TV 2 Year Warranty",Hisense,33,Rp300.000,Rp16.447,0.45,Enjoy  in full clarity HD on the ,4 out of 5,1,Rp300.000,17 September 2018
Generic VGA to S Video + 3 RCA Converter Cable,Generic,35,Rp5.940.000,Rp297,0.5,,5 out of 5,1,Rp5.940.000,20 Oktober 2018
"Vitron 39""   Full HD Digital LED TV   Black",Vitron,99,,Rp17.499,,,5 out of 5,1,Rp0,6 Desember 2018
Generic TV Stand   KW 4140 Brown,Generic,12,,Rp439,,A well made,5 out of 5,3,Rp0,23 Juni 2019
Jsb Surge Stabilizer 6 way Power Extension Cable White,Jsb,10,Rp20.000,Rp1.038,0.48,The,4.4 out of 5,14,Rp280.000,17 Juni 2019
Clubox IC 1203 Speaker System 60W   Black,Clubox,83,Rp75.000,Rp5.085,0.32,,5 out of 5,1,Rp75.000,6 Mei 2018
Vitron Subwoofer System FMUSBBluetooth 9000Watts BLACK,Vitron,78,Rp99.990,Rp6.389,0.36,The sub woofer gives you the best quality sound in a neat compact unit. It can be easily arranged to match your living room design and give it a classy look at the same timeROYAL SOUND brings your living room to life with this stylish sub woofer. This sound system is designed for the extreme entertainment lovers to enjoy their amazing music and movies with sound clarity never heard before. Place your order for this amazing sound system from Jumia Kenya and have it delivered to your doorstep at an amazing price.,4.8 out of 5,14,Rp1.399.860,10 Februari 2018
Mvteam Nanny Camera   HD   Phone monitoring   Rotatable   White,Mvteam,56,Rp45.000,Rp2.849,0.37,,3.6 out of 5,17,Rp765.000,7 Januari 2019
Vision Plus 2.1CH Soundbar with Bluetooth 90W RMS   Black.,Vision Plus,84,Rp99.990,Rp7.699,0.23,,4.4 out of 5,56,Rp5.599.440,2 Juli 2018
Generic Cinema Projector Full MAX HD Support 3500 Lumens 2019 Home Theatre,Generic,63,Rp270.000,Rp21.199,0.21,Can Be Used As a 200 INCH TV!,0 out of 5,0,Rp0,20 Desember 2019
Generic Mini Wireless Hidden Security Camera HD Video Surveillance,Generic,21,Rp29.000,Rp195,0.33,,0 out of 5,0,Rp0,13 Maret 2019
Generic Condenser Microphone High Sensitivity Recording Studio Professional Recording Equipment,Generic,16,Rp20.980,Rp1.088,0.48,,1.7 out of 5,3,Rp62.940,2 Juli 2018
"Drom Power DROM TV SOLAR TV 22"" HD DIGITAL TV",Drom Power,71,Rp95.000,Rp9.499,0.01,"Easy
 to install system which is purely plug n play plus a free Flash drive 
included with video clips directing customers on step by step system 
installation procedures. With in built  high quality Lithium Ion 
battery. No decoder required. Exclusively digital.",0 out of 5,0,Rp0,18 November 2018
Generic For Chromecast 4rd Generation HD 1080P Digital HDMI Media Video Streamer Black,Generic,18,Rp33.280,Rp1.674,0.5,1.High definition :HDMI Full HD 1080P output with faster processing speed  to provide you with the perfect home theater experience.,0 out of 5,0,Rp0,7 Desember 2018
Generic DVI D (24+1) 25 Pin Male To HDMI Female Adapter Connector Converter Gold Plated,Generic,95,Rp5.000.000,Rp490,0.02,This adapter converts a DVI male connecter to an HDMI female connecter or HDMI female connecter to a DVI male connecter.,3.8 out of 5,6,Rp30.000.000,23 Agustus 2018
Multiple Power AAA 1.2V 1100mAh Multiple Power Rechargeable Battery   MP Ni MH.....,Multiple Power,45,Rp12.000,Rp503,0.58,"

This nickel metal hydride batteries abbreviated ",4.5 out of 5,2,Rp24.000,12 November 2019
Generic Mini Tripod Stand Support Holder Hand Grip Stabilizer with Smartphone Clip Bracket for iPhone 7 Plus/7/6/6  Plus/6s/ for Samsung Galaxy S7/S6,Generic,41,Rp6.450.000,Rp496,0.23,Mini tripod stand / handheld stabilizer with smartphone clamp can be applied to action camera digital video camera panoramic camera selfie stick smartphone and etc. Swing fold design portable to carry great for outdoor shooting.,0 out of 5,0,Rp0,8 Agustus 2018
