nama_barang,merk,stok_barang,harga_lama,harga_baru,discount_percent,description,rating_penjualan,total_terjual,total_pemasukan,tanggal_pembelian
Generic AV Digital Signal HDMI To 3 RCA Audio Adapter Component Converter Video Black,Generic,44,Rp13.330,Rp451,0.66,Features:,4 out of 5,2,Rp26.660,2019-4-20
Ampex Subwoofer System   Bluetooth/USB/SD/FM,Ampex,47,Rp60.000,Rp4,0.33,,2.5 out of 5,2,Rp120.000,2018-7-29
"Vision 50"" Frameless 4K Smart Android TV   Black + FREE Wall Mount",Vision,43,,Rp34.999,, ,4 out of 5,2,Rp0,2019-5-10
"TCL S68A 40"" Frameless Smart Android TV   Black",TCL,98,Rp359.900,Rp2.899,0.19,"With Android TV and Google Assistant built in what TCL S68A wants to bring to you is an unexpected experience of intelligent home life. Order your TCL S68A Smart Android TV online on Jumia and have it delivered at your doorstep.

",5 out of 5,2,Rp719.800,2018-10-8
Generic 3.5mm Audio Splitter Cable AUX Stereo 1 Male to 2 Female Headphone Extension Cable Adapter for Smart Phone Tablet PC Laptop other 3.5mm Audio Devices Silver,Generic,45,Rp2.300.000,Rp168,0.27,Audio splitter cable converts a single 3.5mm audio jack to two 3.5mm jacks one male to two female.,5 out of 5,2,Rp4.600.000,2019-2-6
Joc Rechargable Digital Selects Fm Radio with usb and memory slot   Black,Joc,81,Rp20.000,Rp699,0.65,Are you looking for a portable digital World radio receiver which is  priced competitively? Then look no further than digital selects music player/fm radio. This fm radio engineered with the cutting edge IC design boasts of clear signal reception and advanced function. The time and frequency station switch displays  the station very clearly which is further enhanced with a digitalized display. The sensitive electronic switch makes it easy for you to change bands and frequencies. It is rechargable also supports third party earphones. ,4.5 out of 5,2,Rp40.000,2018-5-15
"Tornado 32ER9500E   32"" LED TV With Built In Receiver   Black",Tornado,60,Rp149.990,Rp11.499,0.23,,5 out of 5,2,Rp299.980,2018-11-7
Miniso Foldable Headphones (Green+Black),Miniso,34,,Rp1.519,,,5 out of 5,1,Rp0,2018-11-13
Sony DSC H300 Cyber Shot Compact Camera,Sony,45,Rp319.950,Rp24.495,23%," 



 



 Every picture a revelation",5 out of 5,1,Rp319.950,2019-12-29
Generic Electric Computer Blower   Red,Generic,17,Rp25.000,Rp1.985,21%,Portable electric blower features a 220 volt higher power motor. ,4 out of 5,1,Rp25.000,2018-12-10
Hikvision HD  Dome Camera  1080P,Hikvision,66,Rp38.000,Rp2.499,34%,,4 out of 5,1,Rp38.000,2019-8-15
"Sonar TH LD 32T81   32""  Digital LED TV    Black.",Sonar,86,Rp159.990,Rp11.299,29%,Stunning picture quality meets sleekly modern design with this SONAR,5 out of 5,1,Rp159.990,2019-2-5
Generic OR Computer Cable USB 2.0 HDMI Male To Female Adapter Power Supply Connector black,Generic,23,Rp5.300.000,Rp290,45%,Features:,4 out of 5,1,Rp5.300.000,2018-8-18
Generic Bluetooth Wireless SpeakerGet Two Free Earphones,Generic,84,Rp13.990,Rp499,64%,,5 out of 5,1,Rp13.990,2019-11-27
"VisualApex Electric 120"" x 120"" projection screen",VisualApex,54,Rp500.000,Rp39.999,20%,The  VisualApex is the ultimate electric projection screen and comes equipped with premium features including a tab tension system fast tubular motor remote control package and elegant aluminum housing. Finding the perfect screen material for your application smooth running electric motor scroll up and down with its in line switch. The scratch resistant steel white case will protect the screen when its not in use as well as blend into any décor. Once the screen is pulled down enjoy the screen's matte white viewing surface which diffuses projected light uniformly over the screen  creating ideal viewing from any angle. Black masking borders around the sides of the screen increase picture focus and contrast. The HDTV (widescreen) versions include a black masking border above the image for a crisp clean look. is the ultimate electric projection screen.,4 out of 5,1,Rp500.000,2019-11-18
JTC J608+ 2.1CH Hi Fi System 70W   Black,JTC,13,Rp79.990,Rp5.695,29%,,5 out of 5,1,Rp79.990,2019-11-3
JTC J801 2.1CH Hi Fi System 80W   White,JTC,75,Rp99.990,Rp7.795,22%,This sound system is designed for the extreme entertainment lovers to enjoy their amazing music and movies with sound clarity never heard before you will love your movie soundtrack playing on this Multimedia Speaker System.,5 out of 5,1,Rp99.990,2019-12-3
Generic Wireless Hidden Camera Security Cameras 1080P Video Recorder,Generic,78,Rp17.000,Rp950,0.44,,2 out of 5,1,Rp17.000,2019-2-27
Sayona SHT 1262BT Subwoofer With Medium Range Tall Boy Speakers,Sayona,38,Rp124.120,Rp1.141,0.08,,5 out of 5,1,Rp124.120,2019-9-22
Aerial Tv And Decorder Aerial + Free Coaxial Cable,Aerial,98,Rp15.000,Rp750,0.5,This digital antenna provides your digital tv with free to air signal access in addition it also provides signal to your decoder for pay tv decoders.,4 out of 5,1,Rp15.000,2019-9-6
TAGWOOD LS 631A Multimedia Speaker System 3.1CH,TAGWOOD,35,Rp89.990,Rp4.699,0.48,This technology allows you to connect the subwoofer to other devices without wires. So you can play your music collection and also amplifier other devices without cable connection.,1 out of 5,1,Rp89.990,2018-1-26
Generic OR Portable USB MP3 Player Music Micro SD Card,Generic,22,Rp2.650.000,Rp158,0.4,:,3 out of 5,1,Rp2.650.000,2018-7-11
Generic Wireless Bluetooth Mega Bass Speaker Portable Speaker,Generic,48,Rp18.000,Rp1.098,0.39,,3 out of 5,1,Rp18.000,2018-9-21
Airwave  Multimedia 2.1 Subwoofer  Bluetooth,Airwave,11,,Rp269,,Listen to your music collection in style with this AIRWAVE Multimedia Speaker System. This sound system is designed for the extreme entertainment lovers to enjoy their amazing music and movies with sound clarity never heard before you will love your movie soundtrack playing on this Multimedia Speaker System. Place your order for this amazing sound system from Jumia Kenya and have it delivered to your doorstep... Listen to your music collection in style with this AIRWAVE Multimedia Speaker System. This sound system is designed for the extreme entertainment lovers to enjoy their amazing music and movies with sound clarity never heard before you will love your movie soundtrack playing on this Multimedia Speaker System. Place your order for this amazing sound system from Jumia Kenya and have it delivered to your doorstep...,1 out of 5,1,Rp0,2019-2-5
Clubox IC 1103 Speaker System 60W   Black,Clubox,82,Rp80.000,Rp5.195,0.35,Ice Cool is a re known manufacturer of Home Electronics and Appliances.‎‎ Their products are affordable‎‎‎‎ innovative and durable.‎‎ For every household and kitchen need‎‎‎‎ you can trust Ice Cool to have an electronic product and appliance that will make every task simple and fun. What's more? Ice Cool appliances and electronics always turn your house into a real home. deeper sound experience to YouTube videos streaming movies your favorite music and games. Compact  2.1CH Multimedia Speaker  deliver excellent sound quality yet fit easily on a desk booelf or TV cabinet. The subwoofer pumps out deep bass that’s easy to adjust to your liking. Whether you want better fuller sound for your PC or the music on your smartphone this soundbar speaker system makes great audio plug and play easy. Place your order for this ,3 out of 5,1,Rp80.000,2018-1-14
Generic 18X Zoom HD Optical Lens Telephoto Telescope Camera Clip On For Cell Phones,Generic,20,Rp33.600,Rp168,0.5,,1 out of 5,1,Rp33.600,2018-10-12
Generic PS2 AV Audio Video AV Cable Cord Wire To 3 RCA TV Lead For Sony Playstation PS1 PS2,Generic,74,Rp6.500.000,Rp550,0.15,Features:,5 out of 5,1,Rp6.500.000,2018-12-15
MK Electronics TV Guard Plus Fridge Guard + 2 Way Extension,MK Electronics,32,Rp15.000,Rp1.358,0.09,Buy ,3 out of 5,1,Rp15.000,2018-9-27
Fashion Pawaca 3Pcs Camera DSLR Stand Tripod Extendable 130cm CAM 002 FREE Carry Bag + Phone Holder,Fashion,63,Rp21.410,Rp1.499,0.3,,4 out of 5,1,Rp21.410,2018-8-14
Generic Alarm Clock Nanny WiFi Camera 1080P 2MP  Motion Detection – Audio,Generic,53,Rp79.990,Rp4.999,0.38,,5 out of 5,1,Rp79.990,2019-7-5
Vitron Sub woofer bluetooth speaker AC/DCFM RadioSDUSB,Vitron,95,Rp50.000,Rp3.499,0.3,Vitron is a brand from Vitron with High tech media.It brings your living room to life with this stylish sub woofer from Vitron This sound system is designed for the extreme entertainment lovers to enjoy their amazing music and movies with sound clarity never heard before. Place your order for this amazing sound system from Jumia Kenya and have it delivered to your doorstep at an amazing price. The sub woofer gives you the best quality sound in a neat compact unit. It can be easily arranged to match your living room design and give it a classy look at the same timeIt brings your living room to life with this stylish sub woofer from Vitron. This sound system is designed for the extreme entertainment lovers to enjoy their amazing music and movies with sound clarity never heard before. Place your order for this amazing sound system from Jumia ,1 out of 5,1,Rp50.000,2018-5-20
Generic Renata Battery Cr1220,Generic,52,Rp5.000.000,Rp300,0.4,brand offers a,5 out of 5,1,Rp5.000.000,2018-3-8
T&G Super Bass subwoofer Wireless Bluetooth Speaker,T&G,57,Rp25.990,Rp1.699,0.35,,5 out of 5,1,Rp25.990,2018-10-9
"Syinix SMART ANDROID TV NETFLIX YOU TUBE TV  ""32""",Syinix,59,Rp249.990,Rp17.999,0.28,"Get this incredible SYINIX 32"" SMART ANDROID TV APP ENABLED TV which is also Wifi",5 out of 5,1,Rp249.990,2019-9-28
Boas Universal TV Remote Control Replacement BN59 01259B Wireless IR Controller for Samsung Smart HDTV Digital 4K LED 3D LCD Plasma Televisions 433mhz Black,Boas,32,Rp9.870.000,Rp759,0.23,This remote control is compatible with most of the LCD LED or plasma televisions under the brand for Samsung. Dedicated menu navigation keys direct functions access for digital TV no programming or set up required. Long transmission distance it has up to 10 meters wireless range with stable performance. As a dedicated replacement remote control it covers almost all the functions of the  remote. Arc back design makes it easy to grip with small size and slim figure feeling comfortable and smooth convenient to use.,2 out of 5,1,Rp9.870.000,2018-5-27
TCL 32” Smart Android Frameless LED TV – Black,TCL,73,,Rp17.999,,,4 out of 5,1,Rp0,2018-12-30
Generic Car /Home Amplifier + 200W Digital Player,Generic,73,Rp33.000,Rp185,0.44,"
                    Brand Name:YT
                                    
                    
                    Model Number:698D
                                    
                    
                    Type:",5 out of 5,1,Rp33.000,2019-1-2
"Vitron  32"" Inch   HD LED Digital TV+ A FREE TV Guard",Vitron,14,Rp220.000,Rp13.999,0.36,,1 out of 5,1,Rp220.000,2019-6-18
Generic OR Digital Optical Coaxial Toslink Signal to Analog Audio Converter Adapter RCA,Generic,75,Rp12.600,Rp655,0.48,,4 out of 5,1,Rp12.600,2019-3-25
Generic Bluetooth Wireless SpeakerGet Two Free Earphones,Generic,62,Rp13.990,Rp499,0.64,,5 out of 5,1,Rp13.990,2019-1-30
Vitron 2.1 Channel Subwoofer Tallboy System black 9000watts,Vitron,37,Rp120.000,Rp65,0.46,The sub woofer gives you the best quality sound in a neat compact unit. It can be easily arranged to match your living room design and give it a classy look at the same time,5 out of 5,1,Rp120.000,2019-5-6
"Hisense 32B5200HTSHisense 32"" Digital HD LED TV 2 Year Warranty",Hisense,80,Rp300.000,Rp16.447,0.45,Enjoy  in full clarity HD on the ,4 out of 5,1,Rp300.000,2018-7-24
Generic VGA to S Video + 3 RCA Converter Cable,Generic,78,Rp5.940.000,Rp297,0.5,,5 out of 5,1,Rp5.940.000,2018-11-25
"Vitron 39""   Full HD Digital LED TV   Black",Vitron,32,,Rp17.499,,,5 out of 5,1,Rp0,2019-6-18
Clubox IC 1203 Speaker System 60W   Black,Clubox,54,Rp75.000,Rp5.085,0.32,,5 out of 5,1,Rp75.000,2018-8-10
Amtec 32 Inch Digital LED HD TV   Black,Amtec,81,Rp200.000,Rp12.998,0.35,,5 out of 5,1,Rp200.000,2018-3-31
Generic TA Digital to Analog Audio Converter Adapter Optical Toslink & Coaxial R/L black,Generic,60,Rp28.900,Rp970,0.66,,5 out of 5,1,Rp28.900,2018-6-8
Phelistar Digital TV AERIAL,Phelistar,76,Rp15.000,Rp885,0.41,This digital antenna provides your digital tv with free to air signal access in addition it also provides signal to your decoder for pay tv decoders.set the antenna facing the direction of your signal broadcaster for stronger signal strength.thank you for reading this important information and understanding. Now enjoy the best experience brought by this antenna.,5 out of 5,1,Rp15.000,2019-11-17
"Trill TR GHO3 8"" PORTABLE SPEAKER",Trill,16,Rp50.000,Rp325,0.35,This integrated rechargeable portable speaker provides easy portability for tailgating and back yard gatherings bag like design makes it durable and safe and it also has a Guitar/ Microphone jack for hosting or Jamming sessions. Play your favorite tracks as loud as you want and with style. The speaker features switch to control lights and also includes a different series of light combinations while your music plays. The speaker comes with 1wired microphone a remote and charger. Experience your music in full bodied stereo realized through dual high performance drivers. The speaker is good in size it is made of good material. It is affordable and amplifies music very well. It can be used for different occasions. The speaker boosts of using ,5 out of 5,1,Rp50.000,2018-7-23
Generic Wireless HDMI Adapter Miracast EZCast Dongle Black,Generic,90,Rp10.000,Rp700,0.3,,4 out of 5,1,Rp10.000,2018-6-3
Generic TV Guard + FREE 1.5M HDMI + 4 Way Socket Extention,Generic,42,Rp19.980,Rp1.499,0.25,Buy a TV Guard Voltage Protector Get a FREE 1.5m HDMI cable + + 4 Way socket Extention from Jumia online store and protect your LED/LCD TV fridge and home entertainment system against all low voltage power and surge fluctuations. These appliances provide protection against high voltage disconnect 265V as well as against low voltage. It provides spike/surge protection and power back surge protection. It has microprocessor control. It provides lightning protection as well. Moreover this voltage protector protects LED/LCD TV up to 65inch and your home entertainment system. it protects the machines from damage by  high power voltage. Order for this TV  and fridge Guard Voltage Protector.Make your order From Nairobi COMPS online on  Jumia Kenya and have it delivered to you.,4 out of 5,1,Rp19.980,2019-2-25
Generic RCA  AV Audio Video – High Performance Triple RCA Cable,Generic,36,Rp3.000.000,Rp200,0.33,,5 out of 5,1,Rp3.000.000,2019-11-26
Generic MP3 MP4 Digital Player with 1.8 Inches Screen Music Player Lossless Audio Video Player Support E book FM Radio Voice Recording TF Card Stopwatch,Generic,93,Rp19.300,Rp965,0.5,It supports TF card music play video play FM radio e book reading picture browsing and voice recording; it can also be used as a stopwatch. It supports MP3 music formats playing JPEG and JPG picture browsing MP3 and WAV recording format and AMV format video playing. It adopts 1.8 inches TFT LCD screen which can see much relevant information about songs. You can also view pictures watch videos or read e books on the screen. It's small enough to hold with your palm and super light weight makes it easy to carry without burden when traveling or doing sports. Multiple colors for you to choose including white black orange and green the digital player looks stylish and adorable.,5 out of 5,1,Rp19.300,2018-11-16
Nikon Dslr DSLR CAMERA,Nikon Dslr,50,Rp500.000,Rp425,0.15,,3 out of 5,1,Rp500.000,2019-3-5
Jbl Tune 115BT In Ear Headphones Blue,Jbl,86,Rp50.000,Rp3.995,0.2,,3 out of 5,1,Rp50.000,2019-12-7
Phelistar Free To Air Digital Decoder   Plus Free Aerial   Plus Free Heavy Duty Power Extension,Phelistar,68,Rp40.000,Rp32,0.2,Have you been switched off? It's time to bounce back with the phelistar Free To Air Digital Set Box Decoder.,4 out of 5,1,Rp40.000,2019-7-31
Generic Outdoor Gotenna   Silver/Grey,Generic,28,Rp19.990,Rp1.305,0.35,This antenna is UHF AND VHF signal receive that help your decoder or your digital TV ,5 out of 5,1,Rp19.990,2018-10-27
XieBoss X BASS 6030   3.1CH 8500W SOUND SYSTEM,XieBoss,27,Rp270.000,Rp6.299,0.77,,5 out of 5,1,Rp270.000,2019-1-30
Generic Spy Camera JDM HD 1080P Mini Hidden Wifi Camera P2P Portable Wireless Cam Motion Detection Digital Video Recorder Indoor Security Surveillance Cameras,Generic,69,Rp67.800,Rp546,0.19,,1 out of 5,1,Rp67.800,2018-10-9
R8 Bluetooth Soundbar with Subwoofer for TVPCCellphone(Grey),R8,54,Rp50.000,Rp2.399,0.52,,5 out of 5,1,Rp50.000,2018-2-11
Skill Tech TV Wall Bracket Holder Flat Panel   Black,Skill Tech,41,Rp7.000.000,Rp500,0.29,,5 out of 5,1,Rp7.000.000,2018-12-26
